J.uAcm2_0.63_initialCA,¦Ö,Ne,r£¨2+£©,VNe,Mn,Ni,Mg,Ca,Fe,La,Y,In
289.2226857,1.248,13.6,0.59,2,0,0,0.8,0.2,0,0,0,0
449.6385714,1.396,35.4,1.033,4.8,0.2,0,0,0,0.2,0.1,0.5,0
380.3619048,1.371,33.7,1.052,4.9,0,0.3,0,0.2,0,0.1,0.4,0
571.3585714,1.579,39.1,1.025,4.5,0.2,0.1,0,0,0,0,0.3,0.4
715.3145238,1.252,47.5,1.126,4.3,0,0.2,0,0.1,0,0.7,0,0
445.6603929,1.426,31.4,0.938,3,0,0,0.1,0.4,0.1,0,0,0.4
786.2233333,1.612,37.7,0.962,4.9,0.3,0.1,0,0,0,0,0.2,0.4
610.2895238,1.706,35,0.83,5.8,0.4,0.1,0,0,0.1,0,0,0.4
691.8871429,1.432,25.4,0.699,4.2,0.4,0,0.4,0,0,0.1,0,0.1
606.3647619,1.435,26.3,0.783,4.3,0.4,0,0.3,0,0,0,0.2,0.1
649.7235714,1.584,24.2,0.668,4.6,0,0.3,0.5,0,0,0,0,0.2
420.464381,1.325,24.5,0.857,3.5,0,0,0.3,0.2,0.2,0,0.3,0
716.6321429,1.121,26.2,1.051,2.8,0.1,0,0,0.6,0,0,0.3,0
543.1661905,1.403,32.4,0.996,3.2,0,0.1,0,0.5,0,0,0,0.4
399.272381,1.625,24,0.689,6.6,0.1,0.5,0.3,0,0,0,0.1,0
324.4727571,1.247,32.2,0.864,3,0,0,0.4,0.1,0.1,0.4,0,0
254.7370714,1.192,22.7,0.911,2.7,0,0,0.1,0.7,0.1,0,0,0.1
442.2335714,1.376,17.7,0.632,3.7,0.1,0,0.5,0.2,0.2,0,0,0
500.9480952,1.433,33.4,0.841,3,0.1,0,0.4,0,0,0.2,0,0.3
426.7914286,1.283,35.3,1.09,3.7,0.2,0,0.1,0,0,0.1,0.6,0
724.2619048,1.474,38.1,0.945,4.5,0.4,0,0,0.1,0,0.2,0,0.3
901.4547619,1.399,16,0.58,3.6,0,0.2,0.7,0.1,0,0,0,0
464.8209524,1.434,32.3,0.818,3.9,0.3,0,0.3,0,0,0.2,0,0.2
394.3603714,1.401,47.9,1.153,3.5,0,0,0,0,0.1,0.4,0.2,0.3
718.9771429,1.274,29.5,0.952,4.3,0.4,0,0,0.3,0,0.1,0.2,0
540.3066667,1.436,26.8,0.722,4.8,0.2,0.2,0.4,0,0,0.2,0,0
501.0266667,1.236,19.8,0.822,3.4,0,0.1,0.2,0.6,0.1,0,0,0
871.2421429,1.641,35.7,0.857,4.5,0.4,0,0.1,0,0,0,0,0.5
682.3521429,1.777,39.3,0.904,6.5,0,0.5,0,0,0,0.1,0,0.4
553.9828571,1.163,34.5,1.051,2.9,0.1,0,0,0.5,0,0.3,0,0.1
658.0821429,1.205,44.8,1.225,3.4,0.1,0,0,0,0,0.4,0.5,0
456.8038095,1.64,41.2,0.984,5.8,0,0.4,0,0,0,0.2,0.1,0.3
322.1595238,1.768,31.8,0.739,7.4,0,0.2,0,0,0.6,0.1,0,0.1
902.6047619,1.202,48.8,1.153,3.8,0.2,0,0,0,0,0.7,0.1,0
812.7290476,1.706,37.6,0.868,6.8,0,0.4,0,0,0.2,0.2,0,0.2
1120.909524,1.252,27.6,0.921,4.2,0.4,0,0,0.4,0,0.1,0.1,0
534.3780952,1.529,35.3,0.863,4.1,0,0.2,0.3,0,0,0.2,0,0.3
321.2295238,1.54,37.4,1.031,5.8,0,0.4,0,0,0,0.1,0.4,0.1
767.947619,1.355,40.8,1.106,4.8,0.1,0.2,0,0,0,0.3,0.4,0
544.5266667,1.858,36.4,0.846,7.2,0,0.6,0,0,0,0,0,0.4
498.1657143,1.589,33.7,0.941,5.7,0,0.1,0,0,0.4,0,0.4,0.1
533.2166667,1.367,27.1,0.802,4.3,0.4,0,0.3,0,0,0.1,0.2,0
433.9080952,1.72,31,0.769,7.6,0,0.3,0,0,0.5,0.1,0.1,0
569.6233333,1.541,36.8,0.916,5,0.5,0,0,0,0,0.1,0.1,0.3
601.5042857,1.605,40.6,0.94,6.2,0.1,0.4,0,0,0,0.3,0,0.2
141.9327952,1.423,41.5,1.062,4.5,0,0,0,0,0.3,0.3,0.3,0.1
1302.485714,1.243,32.9,1.122,3.1,0.1,0,0,0.3,0,0,0.5,0.1
228.1866667,1.586,32,0.876,5.8,0.2,0,0,0,0.4,0,0.3,0.1
776.3009524,1.397,29.2,0.901,4.8,0.5,0,0,0.2,0,0,0.2,0.1
289.1636905,1.54,31.2,0.85,3.6,0,0,0.2,0.2,0.2,0,0,0.4
361.5214286,1.472,25.3,0.729,2.9,0,0,0.5,0.1,0.1,0,0,0.3
250.3828571,1.577,45.4,1.102,3.4,0.1,0,0,0,0,0.1,0.2,0.6
520.0519048,1.334,24.4,0.834,3.2,0,0.1,0.5,0,0,0,0.4,0
752.6033333,1.772,30.2,0.812,8.6,0,0.8,0,0,0,0,0.2,0
668.672381,1.261,44.8,1.116,3.2,0.1,0,0,0.2,0,0.5,0,0.2
198.9785714,1.142,48,1.114,2.8,0,0,0.2,0,0,0.8,0,0
441.1690476,1.507,44.2,1.014,4.2,0.3,0,0,0,0,0.3,0,0.4
293.2304762,1.418,27.3,0.872,4.5,0.1,0.2,0.3,0,0,0,0.4,0
425.7080952,1.471,30.8,0.925,4.4,0.1,0.2,0,0.4,0,0,0,0.3
804.2871429,1.446,23,0.689,4.6,0.5,0,0.3,0.1,0,0,0,0.1
393.8663571,1.221,46.7,1.216,3.5,0,0,0,0,0.1,0.5,0.4,0
704.2095238,1.574,32.9,0.855,3.3,0,0.1,0.3,0.1,0,0,0,0.5
508.9642857,1.585,34.2,0.971,6.2,0.1,0.4,0,0,0,0,0.4,0.1
403.5971429,1.296,37.9,1.028,3.5,0.2,0,0,0.3,0,0.3,0,0.2
593.487619,1.756,30.6,0.786,8,0.2,0.6,0,0,0,0,0.1,0.1
305.339,1.346,45.6,1.057,2.8,0,0,0.2,0,0,0.5,0,0.3
14.24761905,1.177,17.9,0.771,2.1,0,0,0.5,0.4,0,0,0.1,0
1064.703333,1.261,44,1.064,4.4,0.2,0.1,0,0.1,0,0.6,0,0
508.2869048,1.3,26.1,0.926,4.5,0.3,0.1,0,0.4,0,0,0.2,0
557.242381,1.779,33,0.827,7.6,0.1,0.6,0,0,0,0,0.1,0.2
607.4847619,1.667,31,0.871,7.6,0.1,0.6,0,0,0,0,0.3,0
1472.090476,1.693,25.4,0.639,6.2,0.1,0,0.2,0,0.6,0,0,0.1
1173.222381,1.113,22.7,0.991,2.9,0,0.1,0,0.8,0,0,0.1,0
519.1533333,1.749,36.6,0.863,5.4,0.1,0.3,0.1,0,0,0,0,0.5
677.8204762,1.426,29,0.864,4.4,0.4,0,0.2,0,0,0,0.3,0.1
164.0087857,1.82,30.6,0.704,7,0,0,0,0,0.8,0,0,0.2
1016.46,1.504,37.9,1.081,4.3,0,0.2,0,0.1,0,0,0.4,0.3
613.9447619,1.441,32.2,0.973,5.2,0.3,0,0,0,0.2,0,0.5,0
793.6510714,1.564,29.3,0.855,5.9,0,0,0,0.1,0.6,0,0.3,0
296.0442857,1.802,35.4,0.868,7.2,0,0.6,0,0,0,0,0.1,0.3
735.4042857,1.382,31.1,0.901,4.9,0.5,0,0.1,0,0,0.1,0.3,0
524.6895238,1.428,34.4,0.988,5.6,0,0.4,0,0.2,0,0.2,0.2,0
324.2652381,1.768,29.6,0.77,7.8,0,0.7,0.1,0,0,0,0.1,0.1
378.9936667,1.649,31.7,0.827,5.3,0,0,0,0.2,0.5,0,0,0.3
702.2480952,1.274,32.6,0.838,3.4,0.2,0,0.4,0,0,0.4,0,0
885.402381,1.773,37.1,0.891,6.1,0,0.3,0,0,0.2,0,0.1,0.4
857.482381,1.597,37.8,0.894,5,0.5,0,0,0,0,0.1,0,0.4
320.5595238,1.537,32.9,0.824,3.3,0,0.1,0.4,0,0,0.1,0,0.4
1245.790476,1.248,46.1,1.103,3.7,0.2,0,0,0.1,0,0.6,0,0.1
579.277619,1.832,40.6,0.924,5.8,0,0.4,0,0,0,0,0,0.6
472.9647619,1.712,30.8,0.761,7.4,0,0.2,0,0,0.6,0.1,0.1,0
1026.569048,1.4,19,0.65,4.2,0.2,0,0.4,0.2,0.2,0,0,0
78.85661905,1.815,32.9,0.751,6.5,0,0,0,0,0.7,0,0,0.3
364.0235714,1.33,39,1.149,3.8,0.2,0,0,0,0,0.1,0.6,0.1
507.7747619,1.338,47.2,1.115,3.8,0.2,0,0,0,0,0.5,0.1,0.2
483.7066667,1.566,41.2,1.064,3.8,0.2,0,0,0,0,0,0.3,0.5
557.2816667,1.271,47.7,1.092,4.5,0.2,0.1,0,0,0,0.7,0,0
955.2669048,1.52,29.7,0.76,6.1,0.3,0.3,0.2,0,0,0.2,0,0
351.1497619,1.728,41.9,0.993,4.3,0,0.2,0,0.1,0,0,0,0.7
625.1409524,1.32,35.8,0.938,4.2,0,0,0.1,0.2,0.3,0.4,0,0
310.0190476,1.597,22.1,0.629,5.3,0,0.4,0.5,0,0,0,0,0.1
232.8804762,1.32,42.8,1.253,3,0,0,0,0,0,0.1,0.7,0.2
511.4661905,1.386,40,1.127,3.8,0.2,0,0,0,0,0.1,0.5,0.2
896.8328571,1.555,28.8,0.88,6.2,0,0.5,0,0.3,0,0,0.1,0.1
464.1671429,1.399,22.7,0.731,3.1,0,0.1,0.6,0,0,0,0.2,0.1
420.762381,1.539,19.8,0.6,5,0,0,0.4,0.1,0.5,0,0,0
428.2506905,1.722,45.2,1.005,4,0,0,0,0,0.2,0.1,0,0.7
280.2947619,1.693,36.3,0.879,5.3,0.2,0,0,0,0.3,0,0.1,0.4
1170.180952,1.58,29.7,0.871,6.3,0,0.2,0,0.1,0.4,0,0.3,0
379.9002429,1.488,28.2,0.856,4.6,0,0,0,0.4,0.4,0,0,0.2
717.4709524,1.406,38.9,0.964,4.5,0.4,0,0,0.1,0,0.3,0,0.2
723.3112619,1.294,43.6,1.15,4,0,0,0,0,0.2,0.4,0.4,0
510.9290476,1.354,46.8,1.141,4.4,0,0.2,0,0,0,0.5,0.2,0.1
636.855,1.484,41.8,0.973,4.6,0.4,0,0,0,0,0.3,0,0.3
601.8361905,1.569,42.9,1.129,3.7,0,0.1,0,0,0,0,0.4,0.5
59.61438095,1.4,38.4,1.027,5,0,0.3,0.1,0,0,0.3,0.3,0
266.3166667,1.486,43.8,1.08,3.8,0.2,0,0,0,0,0.2,0.2,0.4
510.0104762,1.58,27.2,0.749,6.2,0,0.5,0.3,0,0,0.1,0.1,0
565.0047619,1.288,28.7,0.975,3.3,0.2,0,0,0.5,0,0,0.1,0.2
512.3657143,1.4,21.6,0.708,4,0.2,0.1,0.5,0,0,0,0.2,0
841.0304762,1.393,30.4,0.927,4,0.3,0,0.2,0,0,0,0.4,0.1
24.90352381,1.451,29.2,0.912,4.8,0,0,0.1,0.1,0.4,0,0.4,0
651.4702381,1.741,26.6,0.687,7.4,0.1,0.6,0.2,0,0,0,0,0.1
502.9747619,1.605,32.1,0.805,3.3,0,0.1,0.4,0,0,0,0,0.5
321.6866667,1.795,34.9,0.818,7.7,0,0.6,0,0,0.1,0.1,0,0.2
521.3809524,1.377,35.8,1.022,3,0.1,0,0,0.4,0,0.1,0,0.4
658.5280952,1.592,25.4,0.752,6.2,0,0.5,0.3,0,0,0,0.2,0
484.6461905,1.324,42.1,0.993,4.1,0.3,0,0.1,0,0,0.5,0,0.1
453.6566667,1.133,30.1,1.047,3.1,0,0.1,0,0.6,0,0.2,0.1,0
169.9094048,1.132,44.3,1.086,2.7,0,0,0.2,0.1,0,0.7,0,0
430.9647619,1.509,46.2,1.121,3.4,0.1,0,0,0,0,0.2,0.2,0.5
1181.514286,1.542,37.3,0.926,4.5,0.4,0,0,0.1,0,0.1,0,0.4
470.6657143,1.52,50.4,1.159,3,0,0,0,0,0,0.3,0.1,0.6
137.1015238,1.247,25.5,0.724,2.3,0,0,0.7,0,0,0.3,0,0
467.835,1.654,29.4,0.78,5.8,0,0,0,0.2,0.6,0,0,0.2
589.1095238,1.241,15.7,0.658,2.5,0.1,0,0.6,0.3,0,0,0,0
243.0261905,1.564,32.8,0.95,5.6,0,0.4,0,0.2,0,0,0.2,0.2
1027.778571,1.392,26.6,0.916,5,0,0.2,0,0.4,0.2,0,0.2,0
490.5761905,1.337,35.9,0.923,4.1,0,0.2,0.3,0,0,0.4,0.1,0
521.1352381,1.434,44.2,1.125,4.4,0,0.2,0,0,0,0.3,0.3,0.2
391.2685714,1.781,27.5,0.731,8.5,0,0.8,0.1,0,0,0,0.1,0
459.7247619,1.681,32.5,0.859,6.1,0,0.4,0,0.2,0.1,0,0,0.3
580.7406476,1.632,30.8,0.73,6.4,0,0,0.1,0,0.7,0.2,0,0
635.7204762,1.392,41.3,0.974,4.1,0.3,0,0.1,0,0,0.4,0,0.2
739.635,1.601,40.8,1.021,3.2,0.1,0,0,0.2,0,0,0,0.7
386.3558452,1.387,22.9,0.757,3.5,0,0,0.5,0,0.2,0,0.3,0
241.130519,1.217,27.8,0.92,3.4,0,0,0.1,0.5,0.2,0.2,0,0
320.4461905,1.451,26.7,0.79,4.7,0,0.3,0.4,0,0,0.1,0.2,0
68.00728571,1.609,32.7,0.847,4.1,0,0.2,0.3,0,0,0,0.1,0.4
107.476381,1.472,42,0.99,5,0,0,0,0,0.4,0.4,0.1,0.1
834.9190476,1.682,22,0.582,6.4,0,0.1,0.3,0,0.6,0,0,0
591.5759524,1.679,42.9,0.978,4.5,0.2,0.1,0,0,0,0.1,0,0.6
423.85,1.291,30.4,1.04,3.2,0,0.1,0,0.5,0,0,0.2,0.2
482.1395238,1.53,32.6,0.878,5.4,0.6,0,0,0,0,0,0.2,0.2
648.1447619,1.439,31.9,0.946,4.7,0,0.3,0,0.4,0,0.1,0,0.2
552.8732143,1.381,33.2,1.062,4.4,0,0,0,0.1,0.3,0,0.6,0
17.672,1.685,28.6,0.73,5.8,0,0,0.1,0.1,0.6,0,0,0.2
529.6714286,1.546,29.4,0.762,3.4,0.2,0,0.4,0,0,0,0,0.4
421.8680952,1.396,35.2,0.936,4.4,0.4,0,0,0.2,0,0.2,0,0.2
396.4069286,1.644,35.6,0.856,3.2,0,0,0.3,0,0.1,0,0,0.6
499.9842857,1.8,32.6,0.771,8.2,0,0.6,0,0,0.2,0.1,0,0.1
429.5328571,1.523,38.1,1.047,4.5,0.2,0.1,0,0,0,0,0.4,0.3
499.4447619,1.648,26.4,0.73,6.2,0,0.5,0.3,0,0,0,0.1,0.1
464.5461905,1.441,29.7,0.913,4.1,0,0.2,0.3,0,0,0,0.4,0.1
616.8095238,1.704,39.8,0.923,5,0,0.3,0.1,0,0,0.1,0,0.5
725.3752381,1.631,39.5,0.961,3.7,0.2,0,0.1,0,0,0,0.1,0.6
867.9,1.599,32.6,0.942,6.4,0,0.5,0,0.1,0,0,0.3,0.1
911.5704762,1.653,34.7,0.841,4.3,0.2,0.1,0.2,0,0,0,0,0.5
466.6314286,1.452,29.8,0.907,5.4,0,0.4,0,0.4,0,0.1,0,0.1
786.997619,1.512,21.3,0.688,5.7,0.1,0.4,0.3,0.2,0,0,0,0
290.1152048,1.528,43,0.968,5,0,0,0,0,0.4,0.4,0,0.2
300.17,1.757,29.1,0.676,7.5,0,0,0,0,0.9,0.1,0,0
1120.700238,1.34,24.9,0.7,3.7,0.3,0,0.5,0,0,0.2,0,0
1248.985714,1.425,20,0.637,4.2,0.3,0,0.5,0,0.1,0,0.1,0
400.7828571,1.297,46.1,1.205,3.7,0,0.1,0,0,0,0.4,0.4,0.1
547.187619,1.306,42.6,1.143,3.8,0.2,0,0,0,0,0.3,0.4,0.1
541.8347619,1.465,19.1,0.615,4.1,0,0.1,0.6,0,0.2,0,0.1,0
494.735,1.337,29.4,0.949,4,0.3,0,0.2,0,0,0,0.5,0
668.1511905,1.22,30.5,1.081,3.5,0.2,0,0,0.3,0,0,0.5,0
617.3978571,1.19,50.6,1.15,3.8,0.2,0,0,0,0,0.8,0,0
576.5580952,1.681,44.9,1.085,3.7,0,0.1,0,0,0,0,0.2,0.7
974.5619048,1.543,45.3,1.068,3.3,0.1,0,0,0.1,0,0.2,0,0.6
816.7771429,1.387,22.2,0.812,5,0,0.3,0.1,0.5,0.1,0,0,0
559.5685714,1.249,53.3,1.193,3.7,0,0.1,0,0,0,0.8,0,0.1
635.1280952,1.596,38.4,1.009,5.8,0,0.4,0,0,0,0.1,0.3,0.2
209.9104762,1.635,28.5,0.769,5.5,0,0.4,0.3,0,0,0,0.1,0.2
673.4442857,1.211,34,1.143,3.4,0,0.1,0,0.3,0,0.1,0.5,0
246.0218048,1.449,40.7,1.165,3.5,0,0,0,0,0.1,0,0.6,0.3
215.8461905,1.747,34.1,0.848,7.9,0,0.7,0,0,0,0.1,0.1,0.1
671.8204762,1.499,35,0.961,4,0.3,0,0,0.2,0,0,0.1,0.4
373.3433333,1.611,29.8,0.858,6.2,0,0.5,0,0.3,0,0,0,0.2
414.1757143,1.457,34.7,0.859,3.5,0.2,0,0.3,0,0,0.2,0,0.3
539.9347619,1.066,25.7,1.083,2.3,0,0,0,0.7,0,0,0.3,0
566.3685714,1.357,41,1.074,5,0,0.3,0,0.1,0,0.4,0.2,0
252.8420952,1.317,29.3,0.979,2.9,0,0,0,0.6,0.1,0,0,0.3
1133.457143,1.431,26.7,0.868,5.1,0.1,0,0,0.3,0.4,0,0.2,0
213.5533333,1.68,27.8,0.76,7,0,0.3,0.1,0,0.4,0,0.2,0
505.642619,1.444,34.7,1.028,4.9,0.3,0.1,0,0,0,0,0.5,0.1
415.7497619,1.612,46,1.146,3,0,0,0,0,0,0,0.3,0.7
453.7971429,1.536,36,1.008,5.2,0.2,0.2,0,0,0,0,0.4,0.2
685.6471429,1.28,31.9,0.995,3.9,0,0.2,0,0.5,0,0.2,0,0.1
557.8796357,1.163,50.2,1.176,3.4,0,0,0,0.1,0.1,0.8,0,0
423.5861905,1.566,46.9,1.057,4.1,0.1,0.1,0,0,0,0.3,0,0.5
373.4546119,1.457,30.6,0.888,3,0,0,0.2,0.3,0.1,0,0,0.4
423.5780952,1.462,47.4,1.074,3.8,0.2,0,0,0,0,0.4,0,0.4
572.4517143,1.587,34.9,0.909,3.7,0,0,0.1,0.2,0.2,0,0,0.5
716.2319048,1.452,43.7,1.046,3.7,0.2,0,0,0.1,0,0.3,0,0.4
430.7857143,1.223,32.2,1.146,3.4,0,0.1,0,0.3,0,0,0.6,0
299.9264286,1.816,33,0.787,8.6,0,0.8,0,0,0,0.1,0,0.1
287.8185714,1.481,31.1,0.865,3.5,0.2,0,0.3,0,0,0,0.2,0.3
328.637619,1.445,31,0.949,4.8,0.1,0,0.1,0,0.3,0,0.5,0
644.5820952,1.337,29.4,1,4.2,0,0,0,0.3,0.3,0,0.4,0
623.9980952,1.412,35.8,1.049,5.2,0.2,0.2,0,0,0,0.1,0.5,0
336.8752381,1.556,25.1,0.75,5.9,0.1,0.4,0.3,0,0,0,0.2,0
750.5202381,1.313,28.1,0.931,3.5,0.2,0,0.3,0,0,0,0.5,0
846.8495238,1.41,35.4,1.046,3.6,0.2,0,0,0.2,0,0,0.3,0.3
311.5771429,1.67,33.1,0.848,5.9,0.1,0,0,0,0.5,0,0.2,0.2
665.6995714,1.248,27,0.87,3.4,0,0,0.2,0.4,0.2,0.2,0,0
872.1057143,1.188,25.7,1.003,3.1,0,0.1,0.1,0.5,0,0,0.3,0
400.5852381,1.359,43.5,1.018,3.5,0,0.1,0.2,0,0,0.5,0,0.2
458.7779286,1.31,25.4,0.77,3.4,0,0,0.4,0.2,0.2,0.2,0,0
322.4909524,1.857,29.1,0.689,8.3,0,0.4,0,0,0.5,0,0,0.1
581.9402381,1.541,21.1,0.651,5.3,0,0.4,0.5,0,0,0,0.1,0
622.4909524,1.265,26.3,0.934,3.7,0.3,0,0,0.5,0,0,0.1,0.1
462.2411905,1.668,27.1,0.706,5.9,0.1,0.4,0.3,0,0,0,0,0.2
209.732381,1.83,26,0.61,8,0,0,0,0,1,0,0,0
662.6038095,1.389,41.7,1.192,3.7,0,0.1,0,0,0,0.1,0.6,0.2
508.4314286,1.796,40.3,0.922,5.5,0.1,0.3,0,0,0,0,0,0.6
851.7890476,1.62,31.9,0.813,5.5,0.4,0,0,0.1,0.2,0,0,0.3
609.0253595,1.399,27.8,0.9,4.2,0,0,0.2,0.1,0.3,0,0.4,0
607.60795,1.18,25.5,0.995,2.9,0,0,0.1,0.5,0.1,0,0.3,0
419.8166667,1.627,43.3,1.023,5.1,0,0.3,0,0,0,0.2,0.1,0.4
848.2259524,1.722,38,0.884,7.2,0,0.6,0,0,0,0.2,0,0.2
240.3190476,1.319,47.7,1.072,4.5,0,0,0,0,0.3,0.7,0,0
389.6171429,1.34,49.2,1.222,3,0,0,0,0,0,0.4,0.3,0.3
365.3904762,1.287,43.9,1.09,4.3,0.2,0,0,0,0.1,0.5,0.2,0
380.3778571,1.549,33.9,0.969,5.9,0.2,0.3,0,0,0,0,0.4,0.1
329.9914286,1.558,19.3,0.572,5.3,0.1,0.2,0.5,0,0.2,0,0,0
373.9028571,1.759,32.3,0.851,7.9,0,0.7,0,0,0,0,0.2,0.1
498.9561905,1.809,38.2,0.883,6.2,0.1,0.4,0,0,0,0,0,0.5
487.1980952,1.871,34.3,0.807,7.9,0,0.7,0,0,0,0,0,0.3
602.6752381,1.386,25.8,0.846,3.8,0,0.1,0.4,0,0.1,0,0.4,0
8.962814286,1.15,26,1.014,2.4,0,0,0.2,0.4,0,0,0.4,0
253.07,1.322,50.2,1.127,4.2,0,0.1,0,0,0.1,0.7,0,0.1
401.1052381,1.582,29.7,0.764,3.7,0.1,0.1,0.4,0,0,0,0,0.4
435.52,1.547,45.9,1.039,5.1,0,0.3,0,0,0,0.4,0,0.3
480.2904762,1.307,48,1.094,4.8,0.1,0.2,0,0,0,0.7,0,0
240.2704762,1.738,33.2,0.806,5.6,0,0.4,0.2,0,0,0,0,0.4
291.7207143,1.828,30.8,0.712,7.2,0,0.1,0,0,0.7,0,0,0.2
474.5142857,1.616,39.9,1.037,4.3,0,0.2,0,0.1,0,0,0.2,0.5
261.4040238,1.518,17.6,0.538,4.4,0,0,0.6,0,0.4,0,0,0
1493.409524,1.396,31.1,0.834,4.7,0,0.3,0.3,0.1,0,0.3,0,0
442.447619,1.558,44.4,1.084,4.4,0,0.2,0,0,0,0.2,0.2,0.4
242.2496905,1.301,44.1,1.2,3.5,0,0,0,0,0.1,0.3,0.5,0.1
551.1190476,1.56,38.9,1.059,4.3,0,0.2,0,0.1,0,0,0.3,0.4
1210.057143,1.661,25.7,0.679,6.7,0.2,0,0.1,0,0.6,0,0.1,0
368.4392857,1.545,28.9,0.803,4.1,0,0,0.2,0.2,0.3,0,0,0.3
432.0724238,1.67,31.4,0.778,4.6,0,0.2,0.3,0,0.1,0,0,0.4
498.612381,1.282,46.2,1.137,3.8,0.2,0,0,0,0,0.5,0.2,0.1
1180.419048,1.414,31.1,1.005,4.9,0,0.3,0.1,0.1,0,0,0.5,0
375.5892548,1.555,24.3,0.709,5.1,0,0,0.2,0.2,0.5,0,0,0.1
194.9598571,1.634,25.3,0.705,6.3,0,0,0.1,0.1,0.7,0,0.1,0
332.3805714,1.389,24.7,0.767,2.3,0,0,0.5,0.2,0,0,0,0.3
402.4490952,1.21,25,0.976,3.4,0,0,0,0.6,0.2,0,0.2,0
387.4210476,1.598,45,1.046,4,0,0,0,0,0.2,0.2,0.1,0.5
530.142381,1.517,40.7,0.983,6.5,0,0.5,0,0,0,0.4,0.1,0
397.9316667,1.676,37.1,0.882,3.9,0.1,0.1,0.2,0,0,0,0,0.6
587.1809524,1.771,31.7,0.747,6.1,0,0.1,0.1,0,0.5,0,0,0.3
539.51,1.373,32.8,0.895,4.8,0.5,0,0,0.2,0,0.2,0,0.1
701.1290476,1.657,48.5,1.079,3.7,0,0.1,0,0,0,0.2,0,0.7
371.5431429,1.189,22.8,0.914,2.8,0,0,0.2,0.5,0.1,0,0.2,0
521.8237857,1.054,27.5,1.08,2.3,0,0,0,0.7,0,0.1,0.2,0
848.4971429,1.712,34.3,0.856,7.1,0,0.6,0,0.1,0,0.1,0,0.2
520.8571429,1.792,30.9,0.788,8.3,0.1,0.7,0,0,0,0,0.1,0.1
168.342381,1.656,31.4,0.754,7,0,0.3,0.1,0,0.4,0.2,0,0
459.0204762,1.288,42.1,1.135,4.3,0,0.2,0,0.1,0,0.4,0.3,0
414.5866667,1.237,49.4,1.197,3.4,0.1,0,0,0,0,0.6,0.2,0.1
699.7661905,1.617,34.4,0.839,4,0.3,0,0.2,0,0,0,0,0.5
315.9014286,1.221,30,1.004,2.8,0.1,0,0,0.6,0,0.1,0,0.2
64.66914286,1.534,35.6,0.863,5.6,0,0.4,0.2,0,0,0.3,0,0.1
413.6157143,1.444,25.2,0.735,2.8,0.1,0,0.5,0.1,0,0,0,0.3
782.22,1.725,32.2,0.817,7.8,0,0.7,0,0.1,0,0.1,0,0.1
577.1209524,1.538,31,0.82,4.4,0.4,0,0.2,0,0,0,0.1,0.3
595.9885714,1.769,26.7,0.681,7.5,0,0.6,0.2,0,0.1,0,0,0.1
448.4266667,1.213,27.5,1.031,3.1,0,0.1,0,0.6,0,0,0.2,0.1
1282.719048,1.674,33.5,0.804,5.1,0.3,0,0.1,0,0.2,0,0,0.4
1434.952381,1.414,28.5,0.947,5.1,0,0.2,0,0.3,0.2,0,0.3,0
368.6719048,1.363,37.6,1.086,4.2,0.3,0,0,0,0,0.1,0.5,0.1
539.5585714,1.446,19.7,0.639,3.7,0,0.2,0.6,0.1,0,0,0,0.1
313.4509524,1.681,25,0.667,6.6,0.1,0.5,0.3,0,0,0,0,0.1
854.0895238,1.586,34.7,0.981,5.7,0,0.4,0,0.1,0,0,0.3,0.2
367.1830952,1.533,42.6,1.127,3.4,0.1,0,0,0,0,0,0.4,0.5
341.5905714,1.454,27.6,0.874,4.8,0,0.3,0.3,0,0,0,0.4,0
599.9580952,1.545,39.8,1.043,3.2,0.1,0,0,0.2,0,0,0.1,0.6
280.6809524,1.758,36.4,0.833,6.4,0,0.2,0,0,0.4,0.1,0,0.3
249.2590476,1.669,34.3,0.867,4.9,0,0.3,0.2,0,0,0,0.1,0.4
334.2385714,1.525,20.7,0.635,4.9,0,0.2,0.5,0,0.2,0,0.1,0
322.3526024,1.041,22.9,0.968,2.1,0,0,0.1,0.8,0,0.1,0,0
538.8390476,1.818,25.6,0.638,8.4,0,0.5,0.1,0,0.4,0,0,0
468.6333333,1.395,42.2,1.058,4.2,0.3,0,0,0,0,0.3,0.2,0.2
422.7835714,1.41,47.8,1.119,4.4,0,0.2,0,0,0,0.5,0.1,0.2
434.8090476,1.234,34.6,1.045,4,0,0.2,0,0.4,0,0.3,0.1,0
436.8264286,1.316,44.5,1.032,4.9,0.3,0.1,0,0,0,0.6,0,0
876.8159524,1.696,42.2,0.962,5.8,0,0.4,0,0,0,0.2,0,0.4
376.9885714,1.579,29,0.826,5.4,0,0.1,0,0.3,0.4,0,0,0.2
886.3547619,1.517,35.8,1.042,5,0,0.3,0,0.1,0,0,0.4,0.2
441.6738095,1.499,27.8,0.902,6.2,0,0.5,0,0.3,0,0,0.2,0
474.9442857,1.783,42.4,0.961,4.8,0.1,0.2,0,0,0,0,0,0.7
461.3361905,1.619,32.5,0.866,7.3,0.2,0.5,0,0,0,0.1,0.2,0
449.8680952,1.417,35.8,0.967,5.2,0.3,0,0,0,0.2,0.2,0.3,0
713.0769048,1.422,46,1.122,4.4,0,0.2,0,0,0,0.4,0.2,0.2
397.9553095,1.174,35.3,0.93,2.5,0,0,0.4,0.1,0,0.5,0,0
